# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
NCU06231	NCU06231	NCU06231-t26_1	protein_coding	0	21	1	139	1	1	6	60	0	6	1	0	0	0	2	0	0	0	0	18	68
NCU06232	NCU06232	NCU06232-t26_1	protein_coding	0	20	3	132	7	2	4	45	0	11	3	0	0	0	2	0	0	0	0	16	66
NCU06233	NCU06233	NCU06233-t26_1	protein_coding	0	18	10	150	6	0	13	65	0	1	10	0	0	0	0	0	0	0	0	18	65
NCU06234	NCU06234	NCU06234-t26_1	protein_coding	0	1	2	143	0	0	0	60	0	15	2	0	0	0	1	0	0	0	1	0	68
NCU06235	NCU06235	NCU06235-t26_1	protein_coding	0	19	6	143	12	1	9	67	0	0	6	0	0	0	0	0	0	0	1	17	55
NCU06236	NCU06236	NCU06236-t26_1	protein_coding	1	1	4	130	0	0	0	63	0	5	4	0	0	1	0	0	0	0	0	1	63
NCU06237	NCU06237	NCU06237-t26_1	protein_coding	0	11	4	145	4	5	11	54	0	0	4	0	0	0	0	0	0	0	0	6	76
NCU06238	NCU06238	NCU06238-t26_1	protein_coding	0	40	6	139	5	2	18	57	0	2	6	0	0	0	1	0	0	0	1	36	58
NCU06239	NCU06239	NCU06239-t26_1	protein_coding	0	18	3	162	2	0	11	57	0	11	3	0	0	0	0	0	0	0	0	18	81
NCU06240	NCU06240	NCU06240-t26_1	protein_coding	0	9	4	153	10	2	6	63	0	11	4	0	0	0	1	0	0	0	0	6	64
NCU06242	NCU06242	NCU06242-t26_1	protein_coding	0	5	0	142	8	0	2	58	0	2	0	0	0	0	0	0	0	0	0	5	72
NCU06243	NCU06243	NCU06243-t26_1	protein_coding	0	24	5	146	2	0	2	92	0	0	5	0	0	0	0	0	0	0	0	24	50
NCU06244	NCU06244	NCU06244-t26_1	protein_coding	0	2	1	164	8	0	0	65	0	0	1	0	0	0	0	0	0	0	0	2	91
NCU06245	NCU06245	NCU06245-t26_1	protein_coding	0	24	14	165	6	1	8	59	0	1	14	0	0	0	2	0	0	0	0	23	91
NCU06246	NCU06246	NCU06246-t26_1	protein_coding	0	25	3	185	12	0	3	75	0	0	3	0	0	0	0	0	0	0	0	25	95
NCU06247	NCU06247	NCU06247-t26_1	protein_coding	0	35	46	163	8	1	4	89	0	4	46	0	0	0	0	0	0	0	0	34	58
NCU06248	NCU06248	NCU06248-t26_1	protein_coding	0	14	5	142	7	2	7	51	0	3	5	0	0	0	1	0	0	0	0	11	75
NCU06249	NCU06249	NCU06249-t26_1	protein_coding	0	42	1	154	4	1	11	59	0	6	1	0	0	0	2	0	0	0	0	39	75
NCU06250	NCU06250	NCU06250-t26_1	protein_coding	0	29	4	165	6	3	17	72	0	0	4	0	0	0	0	0	0	0	0	26	70
NCU06251	NCU06251	NCU06251-t26_1	protein_coding	0	8	3	182	14	0	8	78	0	7	3	0	0	0	0	0	0	0	0	8	75
NCU06251	NCU06251	NCU06251-t26_2	protein_coding	0	8	3	182	14	0	7	78	0	8	3	0	0	0	0	0	0	0	0	8	75
NCU06251	NCU06251	NCU06251-t26_3	protein_coding	0	8	3	182	14	0	10	78	0	5	3	0	0	0	0	0	0	0	0	8	75
NCU06252	NCU06252	NCU06252-t26_1	protein_coding	0	41	8	130	8	3	14	64	0	0	8	0	0	0	0	0	0	0	0	38	44
NCU06253	NCU06253	NCU06253-t26_1	protein_coding	0	31	17	138	15	0	2	77	0	0	17	0	0	0	0	0	0	0	0	31	44
NCU06254	NCU06254	NCU06254-t26_1	protein_coding	0	14	11	142	2	0	2	65	0	5	11	0	0	0	1	0	0	0	1	13	68
NCU06254	NCU06254	NCU06254-t26_2	protein_coding	0	16	7	146	2	2	10	65	0	1	7	0	0	0	0	0	0	0	1	13	68
NCU06255	NCU06255	NCU06255-t26_1	protein_coding	0	21	6	141	12	2	7	73	0	2	6	0	0	0	2	0	0	0	0	17	49
NCU06256	NCU06256	NCU06256-t26_1	protein_coding	0	8	7	143	3	0	3	50	0	8	7	0	0	0	1	0	0	0	0	7	79
NCU06257	NCU06257	NCU06257-t26_1	protein_coding	0	43	11	179	9	1	3	98	0	2	11	0	0	0	1	0	0	0	0	41	68
NCU06258	NCU06258	NCU06258-t26_1	protein_coding	0	21	15	186	8	5	19	90	0	1	15	0	0	0	0	0	0	0	0	16	68
NCU06258	NCU06258	NCU06258-t26_2	protein_coding	0	21	15	186	8	5	19	90	0	1	15	0	0	0	0	0	0	0	0	16	68
NCU06259	NCU06259	NCU06259-t26_1	protein_coding	0	34	3	180	3	1	6	57	0	6	3	0	0	0	2	0	0	0	0	31	109
NCU06260	NCU06260	NCU06260-t26_1	protein_coding	0	11	1	155	5	1	4	64	0	2	1	0	0	0	0	0	0	0	0	10	80
NCU06260	NCU06260	NCU06260-t26_2	protein_coding	1	13	0	155	5	3	6	64	0	2	0	0	0	1	1	0	0	0	0	9	80
NCU06261	NCU06261	NCU06261-t26_1	protein_coding	0	13	0	133	0	1	3	70	0	1	0	0	0	0	0	0	0	0	0	12	59
NCU06262	NCU06262	NCU06262-t26_1	protein_coding	0	15	6	131	4	0	0	69	0	1	6	0	0	0	0	0	0	0	0	15	57
NCU06263	NCU06263	NCU06263-t26_1	protein_coding	0	35	30	130	0	0	0	63	0	2	30	0	0	0	1	0	0	0	0	34	66
NCU06264	NCU06264	NCU06264-t26_1	protein_coding	0	40	3	156	4	0	3	69	0	1	3	0	0	0	1	0	0	0	0	39	80
NCU06265	NCU06265	NCU06265-t26_1	protein_coding	0	39	7	146	3	0	5	58	0	9	7	0	0	0	4	0	0	0	0	35	75
NCU06266	NCU06266	NCU06266-t26_1	protein_coding	0	19	3	179	4	2	17	78	0	0	3	0	0	0	0	0	0	0	0	17	80
NCU06267	NCU06267	NCU06267-t26_1	protein_coding	0	13	3	169	20	0	3	76	0	4	3	0	0	0	1	0	0	0	0	12	67
NCU06267	NCU06267	NCU06267-t26_2	protein_coding	0	12	3	170	21	0	3	76	0	3	3	0	0	0	0	0	0	0	0	12	67
NCU06268	NCU06268	NCU06268-t26_1	protein_coding	0	37	2	153	3	1	1	67	0	4	2	0	0	0	1	0	0	0	0	35	79
NCU06269	NCU06269	NCU06269-t26_1	protein_coding	0	17	7	170	15	0	0	74	0	16	7	0	0	0	0	0	0	0	0	17	65
NCU06270	NCU06270	NCU06270-t26_1	protein_coding	0	19	4	137	4	0	1	64	0	0	4	0	0	0	0	0	0	0	0	19	68
NCU06271	NCU06271	NCU06271-t26_1	protein_coding	0	34	12	140	1	1	4	62	0	4	12	0	0	0	1	0	0	0	0	32	70
NCU06272	NCU06272	NCU06272-t26_1	protein_coding	0	63	12	137	7	1	2	62	0	2	12	0	0	0	0	0	0	0	0	62	64
NCU06273	NCU06273	NCU06273-t26_1	protein_coding	0	11	5	156	23	0	1	62	0	0	5	0	0	0	0	0	0	0	0	11	70
NCU06275	NCU06275	NCU06275-t26_1	protein_coding	0	10	0	158	0	1	6	69	0	0	0	0	0	0	0	0	0	0	0	9	83
NCU06276	NCU06276	NCU06276-t26_1	protein_coding	1	25	18	135	2	0	2	55	0	7	18	0	0	0	0	0	1	0	0	25	69
NCU06277	NCU06277	NCU06277-t26_1	protein_coding	0	35	6	158	9	2	8	78	0	0	6	0	0	0	0	0	0	0	1	32	63
NCU06278	NCU06278	NCU06278-t26_1	protein_coding	0	43	7	108	5	0	1	62	0	5	7	0	0	0	0	0	0	0	0	43	35
NCU06278	NCU06278	NCU06278-t26_2	protein_coding	0	43	7	108	5	0	1	62	0	5	7	0	0	0	0	0	0	0	0	43	35
NCU06278	NCU06278	NCU06278-t26_3	protein_coding	0	43	7	108	5	0	4	62	0	2	7	0	0	0	0	0	0	0	0	43	35
NCU06279	NCU06279	NCU06279-t26_1	protein_coding	0	13	0	88	11	0	1	5	0	2	0	0	0	0	2	0	0	0	0	12	69
NCU06281	NCU06281	NCU06281-t26_1	protein_coding	0	55	17	90	2	0	9	10	0	0	17	0	0	0	0	0	0	0	0	55	69
NCU06282	NCU06282	NCU06282-t26_1	protein_coding	0	10	10	147	1	0	0	78	0	0	10	0	0	0	0	0	0	0	0	10	68
NCU06283	NCU06283	NCU06283-t26_1	protein_coding	0	38	9	152	5	3	7	70	0	2	9	0	0	0	1	0	0	0	0	34	69
NCU06284	NCU06284	NCU06284-t26_1	protein_coding	0	36	1	154	8	2	5	67	0	2	1	0	0	0	0	0	0	0	0	34	72
NCU06285	NCU06285	NCU06285-t26_1	protein_coding	0	32	5	164	17	2	11	66	0	1	5	0	0	0	0	0	0	0	0	30	69
NCU06286	NCU06286	NCU06286-t26_1	protein_coding	1	13	4	149	0	0	0	68	0	20	4	0	0	0	1	0	1	0	0	12	62
NCU06287	NCU06287	NCU06287-t26_1	protein_coding	0	2	6	137	0	0	0	71	0	0	6	0	0	0	0	0	0	0	0	2	66
NCU06288	NCU06288	NCU06288-t26_1	protein_coding	0	7	1	147	0	0	0	74	0	0	1	0	0	0	0	0	0	0	0	7	73
NCU06289	NCU06289	NCU06289-t26_1	protein_coding	0	5	2	151	0	0	0	81	0	0	2	0	0	0	0	0	0	0	0	5	70
NCU06290	NCU06290	NCU06290-t26_1	protein_coding	0	23	5	152	14	0	4	70	0	1	5	0	0	0	2	0	0	0	0	23	63
NCU06293	NCU06293	NCU06293-t26_1	protein_coding	0	4	6	152	0	0	0	64	0	15	6	0	0	0	0	0	0	0	0	4	73
NCU06294	NCU06294	NCU06294-t26_1	protein_coding	0	106	54	158	4	0	1	64	0	2	54	0	0	0	0	0	0	0	0	106	87
NCU06296	NCU06296	NCU06296-t26_1	protein_coding	0	24	8	148	18	2	8	84	0	6	8	0	0	0	1	0	0	0	0	21	33
NCU06298	NCU06298	NCU06298-t26_1	protein_coding	0	1	2	114	0	0	0	66	0	0	2	0	0	0	0	0	0	0	0	1	48
NCU06299	NCU06299	NCU06299-t26_1	protein_coding	1	4	6	127	0	0	0	71	0	11	6	0	0	0	1	0	1	0	0	4	45
NCU06300	NCU06300	NCU06300-t26_1	protein_coding	0	10	0	141	10	0	0	65	0	1	0	0	0	0	1	0	0	0	0	9	66
NCU06301	NCU06301	NCU06301-t26_1	protein_coding	0	4	6	125	0	0	0	64	0	0	6	0	0	0	0	0	0	0	0	4	61
NCU06302	NCU06302	NCU06302-t26_1	protein_coding	0	16	7	170	4	7	28	71	0	0	7	0	0	0	0	0	0	0	0	9	67
NCU06303	NCU06303	NCU06303-t26_1	protein_coding	0	10	1	153	0	0	1	88	0	1	1	0	0	0	0	0	0	0	0	10	63
NCU06304	NCU06304	NCU06304-t26_1	protein_coding	0	21	11	139	0	1	2	58	0	0	11	0	0	0	0	0	0	0	0	20	79
NCU06305	NCU06305	NCU06305-t26_1	protein_coding	0	34	7	132	2	0	1	67	0	3	7	0	0	0	0	0	0	0	0	34	59
NCU06306	NCU06306	NCU06306-t26_1	protein_coding	0	48	6	128	1	2	4	52	0	1	6	0	0	0	0	0	0	0	0	46	70
NCU06307	NCU06307	NCU06307-t26_1	protein_coding	0	18	2	161	9	0	4	68	0	0	2	0	0	0	0	0	0	0	0	18	80
NCU06308	NCU06308	NCU06308-t26_1	protein_coding	0	48	10	144	4	0	6	84	0	0	10	0	0	0	0	0	0	0	0	48	50
NCU06309	NCU06309	NCU06309-t26_1	protein_coding	0	12	7	133	6	0	1	62	0	0	7	0	0	0	0	0	0	0	0	12	64
NCU06310	NCU06310	NCU06310-t26_1	protein_coding	0	7	4	137	0	0	0	64	0	0	4	0	0	0	0	0	0	0	0	7	73
NCU06311	NCU06311	NCU06311-t26_1	protein_coding	0	9	4	129	1	0	2	74	0	2	4	0	0	0	0	0	0	0	0	9	50
NCU06312	NCU06312	NCU06312-t26_1	protein_coding	0	23	4	133	16	4	19	47	0	0	4	0	0	0	0	0	0	0	0	19	51
NCU06313	NCU06313	NCU06313-t26_1	protein_coding	0	1	3	135	0	0	0	71	0	3	3	0	0	0	0	0	0	0	0	1	61
NCU06314	NCU06314	NCU06314-t26_1	protein_coding	0	15	5	139	7	1	12	52	0	2	5	0	0	0	0	0	0	0	0	14	66
NCU06315	NCU06315	NCU06315-t26_1	protein_coding	0	12	2	170	7	0	8	68	0	1	2	0	0	0	1	0	0	0	0	11	86
NCU06315	NCU06315	NCU06315-t26_2	protein_coding	0	12	2	165	4	1	7	69	0	0	2	0	0	0	0	0	0	0	0	11	85
NCU06316	NCU06316	NCU06316-t26_1	protein_coding	0	24	13	157	3	0	12	72	0	2	13	0	0	0	1	0	0	0	0	23	69
NCU06317	NCU06317	NCU06317-t26_1	protein_coding	0	6	4	161	11	0	4	85	0	1	4	0	0	0	0	0	0	0	0	6	60
NCU06318	NCU06318	NCU06318-t26_1	protein_coding	0	34	4	163	6	1	6	62	0	0	4	0	0	0	0	0	0	0	0	33	89
NCU06319	NCU06319	NCU06319-t26_1	protein_coding	0	17	1	136	0	0	2	76	0	5	1	0	0	0	0	0	0	0	0	17	53
NCU06320	NCU06320	NCU06320-t26_1	protein_coding	0	14	12	142	0	1	8	60	0	5	12	0	0	0	0	0	0	0	0	13	69
NCU06320	NCU06320	NCU06320-t26_2	protein_coding	0	14	12	142	0	1	9	60	0	4	12	0	0	0	0	0	0	0	0	13	69
NCU06320	NCU06320	NCU06320-t26_3	protein_coding	0	15	12	141	0	1	8	60	0	4	12	0	0	0	0	0	0	0	0	14	69
NCU06321	NCU06321	NCU06321-t26_1	protein_coding	0	35	12	145	0	0	1	69	0	0	12	0	0	0	0	0	0	0	0	35	75
NCU06322	NCU06322	NCU06322-t26_1	protein_coding	0	13	0	187	48	0	2	65	0	3	0	0	0	0	0	0	0	0	0	13	69
NCU06322	NCU06322	NCU06322-t26_2	protein_coding	0	13	0	166	26	0	2	67	0	2	0	0	0	0	0	0	0	0	0	13	69
NCU06324	NCU06324	NCU06324-t26_1	protein_coding	0	15	4	165	8	0	3	81	0	5	4	0	0	0	1	0	0	0	0	14	68
NCU06325	NCU06325	NCU06325-t26_1	protein_coding	0	11	1	145	9	0	0	56	0	1	1	0	0	0	0	0	0	0	0	11	79
NCU06326	NCU06326	NCU06326-t26_1	protein_coding	0	14	3	144	1	0	6	57	0	7	3	0	0	0	2	0	0	0	0	13	74
NCU06327	NCU06327	NCU06327-t26_1	protein_coding	0	29	3	156	8	3	13	73	0	2	3	0	0	0	0	0	0	0	1	25	60
NCU06328	NCU06328	NCU06328-t26_1	protein_coding	0	17	3	165	12	1	12	70	0	3	3	0	0	0	0	0	0	0	0	16	68
NCU06329	NCU06329	NCU06329-t26_1	protein_coding	0	20	37	121	0	0	1	66	0	1	37	0	0	0	0	0	0	0	0	20	53
NCU06330	NCU06330	NCU06330-t26_1	protein_coding	0	7	4	132	6	1	2	74	0	0	4	0	0	0	0	0	0	0	0	6	50
NCU06331	NCU06331	NCU06331-t26_1	protein_coding	0	17	0	129	2	2	13	60	0	0	0	0	0	0	0	0	0	0	0	15	54
NCU06332	NCU06332	NCU06332-t26_1	protein_coding	0	23	2	111	6	0	2	61	0	0	2	0	0	0	0	0	0	0	0	23	42
NCU06333	NCU06333	NCU06333-t26_1	protein_coding	0	10	3	139	7	0	10	55	0	2	3	0	0	0	0	0	0	0	0	10	65
NCU06334	NCU06334	NCU06334-t26_1	protein_coding	0	19	9	148	15	0	7	66	0	0	9	0	0	0	0	0	0	0	0	19	60
NCU06334	NCU06334	NCU06334-t26_2	protein_coding	0	19	9	146	15	0	4	65	0	0	9	0	0	0	0	0	0	0	0	19	62
NCU06335	NCU06335	NCU06335-t26_1	protein_coding	0	5	4	154	2	0	5	67	0	3	4	0	0	0	0	0	0	0	0	5	77
NCU06336	NCU06336	NCU06336-t26_1	protein_coding	0	28	10	139	1	1	1	72	0	0	10	0	0	0	0	0	0	0	0	27	65
NCU06337	NCU06337	NCU06337-t26_1	protein_coding	0	21	18	128	1	1	7	58	0	0	18	0	0	0	0	0	0	0	0	20	62
NCU06338	NCU06338	NCU06338-t26_1	protein_coding	0	53	11	140	5	0	2	86	0	1	11	0	0	0	1	0	0	0	0	52	47
NCU06338	NCU06338	NCU06338-t26_2	protein_coding	0	53	12	139	5	0	1	86	0	1	12	0	0	0	1	0	0	0	0	52	47
NCU06339	NCU06339	NCU06339-t26_1	protein_coding	0	15	16	105	1	0	0	58	0	0	16	0	0	0	1	0	0	0	0	15	46
NCU06340	NCU06340	NCU06340-t26_1	protein_coding	0	7	4	138	2	0	1	67	0	0	4	0	0	0	0	0	0	0	0	7	68
NCU06341	NCU06341	NCU06341-t26_1	protein_coding	0	12	2	165	6	1	8	81	0	3	2	0	0	0	1	0	0	0	0	10	67
NCU06341	NCU06341	NCU06341-t26_2	protein_coding	0	13	4	161	5	1	7	82	0	0	4	0	0	0	0	0	0	0	0	12	67
NCU06342	NCU06342	NCU06342-t26_1	protein_coding	0	44	5	142	3	1	8	72	0	4	5	0	0	0	3	0	0	0	0	40	58
NCU06343	NCU06343	NCU06343-t26_1	protein_coding	0	7	1	149	0	2	9	74	0	2	1	0	0	0	1	0	0	0	0	5	64
NCU06343	NCU06343	NCU06343-t26_2	protein_coding	0	5	1	142	3	0	3	72	0	0	1	0	0	0	1	0	0	0	0	5	64
NCU06344	NCU06344	NCU06344-t26_1	protein_coding	0	37	4	155	8	1	2	62	0	2	4	0	0	0	0	0	0	0	0	36	81
NCU06345	NCU06345	NCU06345-t26_1	protein_coding	0	20	15	131	5	0	6	54	0	0	15	0	0	0	0	0	0	0	0	20	66
NCU06346	NCU06346	NCU06346-t26_1	protein_coding	0	4	0	142	10	1	5	76	0	7	0	0	0	0	2	0	0	0	0	1	46
NCU06347	NCU06347	NCU06347-t26_1	protein_coding	0	13	0	139	5	0	2	77	0	1	0	0	0	0	1	0	0	0	0	12	55
NCU06348	NCU06348	NCU06348-t26_1	protein_coding	0	8	3	128	2	0	3	59	0	1	3	0	0	0	0	0	0	0	0	8	63
NCU06349	NCU06349	NCU06349-t26_1	protein_coding	0	7	3	129	5	0	4	48	0	3	3	0	0	0	1	0	0	0	0	6	70
NCU06350	NCU06350	NCU06350-t26_1	protein_coding	2	1	0	133	0	0	0	61	0	8	0	0	1	0	1	0	1	0	0	0	66
NCU06351	NCU06351	NCU06351-t26_1	protein_coding	0	17	9	145	3	1	7	63	0	1	9	0	0	0	0	0	0	0	0	16	71
NCU06352	NCU06352	NCU06352-t26_1	protein_coding	0	37	15	111	2	2	4	67	0	0	15	0	0	0	0	0	0	0	0	35	38
NCU06353	NCU06353	NCU06353-t26_1	protein_coding	0	3	1	120	1	0	1	45	0	1	1	0	0	0	0	0	0	0	0	3	72
NCU06354	NCU06354	NCU06354-t26_1	protein_coding	0	5	0	117	3	0	5	66	0	1	0	0	0	0	0	0	0	0	0	5	42
NCU06355	NCU06355	NCU06355-t26_1	protein_coding	0	24	3	146	9	0	3	68	0	2	3	0	0	0	1	0	0	0	0	23	65
NCU06358	NCU06358	NCU06358-t26_1	protein_coding	0	22	5	143	1	0	4	64	0	6	5	0	0	0	3	0	0	0	0	20	70
NCU06359	NCU06359	NCU06359-t26_1	protein_coding	0	7	7	140	2	0	2	70	0	0	7	0	0	0	0	0	0	0	0	7	66
NCU06360	NCU06360	NCU06360-t26_1	protein_coding	0	15	1	127	4	1	1	60	0	1	1	0	0	0	0	0	0	0	0	14	61
NCU06361	NCU06361	NCU06361-t26_1	protein_coding	0	9	5	140	8	0	3	65	0	10	5	0	0	0	0	0	0	0	0	9	54
NCU06361	NCU06361	NCU06361-t26_2	protein_coding	0	9	5	137	6	0	3	66	0	10	5	0	0	0	0	0	0	0	0	9	52
NCU06361	NCU06361	NCU06361-t26_3	protein_coding	0	9	5	136	6	0	5	66	0	8	5	0	0	0	0	0	0	0	0	9	51
NCU06362	NCU06362	NCU06362-t26_1	protein_coding	0	26	3	139	12	2	14	60	0	2	3	0	0	0	1	0	0	0	0	23	52
NCU06363	NCU06363	NCU06363-t26_1	protein_coding	0	10	7	123	10	2	13	41	0	6	7	0	0	0	0	0	0	0	1	7	53
NCU06363	NCU06363	NCU06363-t26_2	protein_coding	0	8	5	99	7	0	3	44	0	3	5	0	0	0	0	0	0	0	1	7	42
NCU06364	NCU06364	NCU06364-t26_1	protein_coding	0	8	0	115	2	0	1	50	0	3	0	0	0	0	1	0	0	0	0	7	60
NCU06365	NCU06365	NCU06365-t26_1	protein_coding	0	40	7	120	1	1	6	74	0	1	7	0	0	0	0	0	0	0	0	39	38
NCU06366	NCU06366	NCU06366-t26_1	protein_coding	0	33	3	142	2	3	9	59	0	8	3	0	0	0	3	0	0	0	0	27	67
NCU06366	NCU06366	NCU06366-t26_2	protein_coding	0	30	3	142	2	0	2	59	0	14	3	0	0	0	3	0	0	0	0	27	68
NCU06367	NCU06367	NCU06367-t26_1	protein_coding	0	4	3	160	4	0	4	71	0	4	3	0	0	0	0	0	0	0	0	4	77
NCU06368	NCU06368	NCU06368-t26_1	protein_coding	0	12	4	149	1	0	2	71	0	0	4	0	0	0	0	0	0	0	0	12	75
NCU06369	NCU06369	NCU06369-t26_1	protein_coding	0	12	3	176	22	0	4	74	0	0	3	0	0	0	0	0	0	0	0	12	76
NCU06370	NCU06370	NCU06370-t26_1	protein_coding	0	12	1	149	3	0	5	71	0	0	1	0	0	0	1	0	0	0	0	11	70
NCU06371	NCU06371	NCU06371-t26_1	protein_coding	0	27	4	151	2	0	4	67	0	0	4	0	0	0	0	0	0	0	0	27	78
NCU06372	NCU06372	NCU06372-t26_1	protein_coding	0	6	3	160	15	1	6	64	0	0	3	0	0	0	0	0	0	0	0	5	75
NCU06372	NCU06372	NCU06372-t26_2	protein_coding	0	6	3	162	16	1	6	65	0	0	3	0	0	0	0	0	0	0	0	5	75
NCU06372	NCU06372	NCU06372-t26_3	protein_coding	0	6	3	162	16	1	6	65	0	0	3	0	0	0	0	0	0	0	0	5	75
NCU06373	NCU06373	NCU06373-t26_1	protein_coding	0	20	17	139	1	3	12	66	0	3	17	0	0	0	0	0	0	0	0	17	57
NCU06374	NCU06374	NCU06374-t26_1	protein_coding	0	19	4	174	12	3	15	81	0	1	4	0	0	0	0	0	0	0	0	16	65
NCU06375	NCU06375	NCU06375-t26_1	protein_coding	0	9	5	136	7	0	3	57	0	1	5	0	0	0	1	0	0	0	0	8	69
NCU06376	NCU06376	NCU06376-t26_1	protein_coding	0	28	11	87	6	1	6	62	0	0	11	0	0	0	0	0	0	0	0	27	13
NCU06380	NCU06380	NCU06380-t26_1	protein_coding	0	7	4	64	3	1	1	39	0	2	4	0	0	0	0	0	0	0	0	6	19
NCU06381	NCU06381	NCU06381-t26_1	protein_coding	0	3	1	97	2	0	1	17	0	4	1	0	0	0	0	0	0	0	0	3	73
NCU06382	NCU06382	NCU06382-t26_1	protein_coding	0	53	26	113	8	1	7	68	0	6	26	0	0	0	1	0	0	0	0	51	25
NCU06383	NCU06383	NCU06383-t26_1	protein_coding	0	26	3	143	0	0	1	77	0	3	3	0	0	0	1	0	0	0	0	25	63
NCU06384	NCU06384	NCU06384-t26_1	protein_coding	0	21	1	132	0	0	0	58	0	2	1	0	0	0	0	0	0	0	0	21	72
NCU06385	NCU06385	NCU06385-t26_1	protein_coding	0	11	6	142	1	0	9	72	0	0	6	0	0	0	0	0	0	0	0	11	60
NCU06386	NCU06386	NCU06386-t26_1	protein_coding	0	16	0	164	5	1	4	65	0	2	0	0	0	0	0	0	0	0	0	15	88
NCU06387	NCU06387	NCU06387-t26_1	protein_coding	1	21	12	174	10	3	13	61	0	3	12	0	0	0	0	0	1	0	0	18	87
NCU06389	NCU06389	NCU06389-t26_1	protein_coding	0	39	4	173	9	1	13	65	0	2	4	0	0	0	0	0	0	0	0	38	84
NCU06389	NCU06389	NCU06389-t26_2	protein_coding	0	39	4	170	9	1	10	65	0	2	4	0	0	0	0	0	0	0	0	38	84
NCU06390	NCU06390	NCU06390-t26_1	protein_coding	0	21	11	148	6	1	14	80	0	3	11	0	0	0	2	0	0	0	0	18	47
NCU06391	NCU06391	NCU06391-t26_1	protein_coding	0	15	7	73	2	0	1	61	0	0	7	0	0	0	0	0	0	0	0	15	9
NCU06393	NCU06393	NCU06393-t26_1	protein_coding	0	30	3	84	7	0	1	71	0	0	3	0	0	0	0	0	0	0	0	30	5
NCU06394	NCU06394	NCU06394-t26_1	protein_coding	0	27	1	144	5	0	1	55	0	2	1	0	0	0	1	0	0	0	0	26	82
NCU06395	NCU06395	NCU06395-t26_1	protein_coding	0	7	0	144	8	0	1	63	0	0	0	0	0	0	0	0	0	0	0	7	72
NCU06396	NCU06396	NCU06396-t26_1	protein_coding	0	10	0	151	14	0	2	64	0	6	0	0	0	0	1	0	0	0	0	9	66
NCU06397	NCU06397	NCU06397-t26_1	protein_coding	0	5	1	144	9	0	4	75	0	5	1	0	0	0	2	0	0	0	0	3	53
NCU06397	NCU06397	NCU06397-t26_2	protein_coding	0	5	1	144	9	0	3	75	0	5	1	0	0	0	2	0	0	0	0	3	54
NCU06398	NCU06398	NCU06398-t26_1	protein_coding	0	17	8	139	12	1	8	53	0	0	8	0	0	0	1	0	0	0	0	15	66
NCU06399	NCU06399	NCU06399-t26_1	protein_coding	0	13	0	148	5	0	5	63	0	15	0	0	0	0	0	0	0	0	0	13	60
NCU06400	NCU06400	NCU06400-t26_1	protein_coding	0	8	9	114	0	0	0	54	0	1	9	0	0	0	0	0	0	0	0	8	59
NCU06401	NCU06401	NCU06401-t26_1	protein_coding	1	10	2	111	3	0	0	54	0	6	2	0	0	0	1	1	0	0	0	9	49
NCU06402	NCU06402	NCU06402-t26_1	protein_coding	0	12	0	125	5	1	2	57	0	1	0	0	0	0	0	0	0	0	0	11	60
NCU06402	NCU06402	NCU06402-t26_2	protein_coding	0	11	0	122	5	1	3	57	0	0	0	0	0	0	0	0	0	0	0	10	57
NCU06403	NCU06403	NCU06403-t26_1	protein_coding	0	25	3	101	4	0	3	44	0	1	3	0	0	0	1	0	0	0	0	24	50
NCU06404	NCU06404	NCU06404-t26_1	protein_coding	0	3	0	89	12	0	9	13	0	3	0	0	0	0	0	0	0	0	0	3	52
NCU06405	NCU06405	NCU06405-t26_1	protein_coding	0	18	2	102	7	3	13	69	0	10	2	0	0	0	0	0	0	0	0	15	3
NCU06406	NCU06406	NCU06406-t26_1	protein_coding	0	19	14	135	5	1	4	54	0	5	14	0	0	0	3	0	0	0	0	15	69
NCU06407	NCU06407	NCU06407-t26_1	protein_coding	0	35	5	118	2	0	4	56	0	0	5	0	0	0	1	0	0	0	0	35	56
NCU06409	NCU06409	NCU06409-t26_1	protein_coding	0	27	5	133	3	0	0	62	0	0	5	0	0	0	0	0	0	0	0	27	68
NCU06410	NCU06410	NCU06410-t26_1	protein_coding	0	15	1	129	8	0	10	50	0	2	1	0	0	0	2	0	0	0	0	14	60
NCU06411	NCU06411	NCU06411-t26_1	protein_coding	0	26	6	168	5	1	2	76	0	6	6	0	0	0	3	0	0	0	0	22	82
NCU06412	NCU06412	NCU06412-t26_1	protein_coding	0	14	10	113	0	0	1	45	0	2	10	0	0	0	0	0	0	0	0	14	65
NCU06413	NCU06413	NCU06413-t26_1	protein_coding	0	28	9	147	3	0	0	86	0	9	9	0	0	0	3	0	0	0	0	25	52
